CODE,UZ,RU,EN
#cancr0022.00121,bachadon bo'yni bo'g'inining ekstirpatsiyasi,экстирпация культи шейки матки,extirpation of cervical stump
#cancr0022.00122,teri o'smalarining eksizyoni,иссечение опухоли кожи,excision of skin tumor
#cancr0022.00123,takroriy va metastatik teri o'smalarini olib tashlash,иссечение рецидивной и метастатичекой опухоли кожи,excision of recurrent and metastatic skin tumor
#cancr0022.00124,bepul plastik jarrohlik yo'li bilan teri shishini olib tashlash,иссечение опухоли кожи со свободной пластикой,excision of skin tumor with free plastic surgery
#cancr0022.00125,Duquesne operatsiyasi,операция Дюкена,Duquesne operation
#cancr0022.00126,Melnikov operatsiyasi,операция Мельникова,Melnikov operation
#cancr0022.00127,aksiller limfadenektomiya,подмышечная лимфаденэктомия,axillary lymphadenectomy
#cancr0022.00128,operatsiyadan keyingi nuqsonni almashtirish uchun terini bepul payvandlash,свободная кожная пластика для замещения послеоперационного дефекта,free skin plastic surgery to replace postoperative defect
#cancr0022.00129,yumshoq to'qimalarning o'simtasini olib tashlash,иссечение опухоли мягких тканей,excision of soft tissue tumor
#cancr0022.00130,takroriy yumshoq to'qimalar o'simtasini kesish yoki o'simta metastazini kesish,иссечение рецидивной опухоли мягких тканей или иссечение метастаза опухоли,excision of recurrent soft tissue tumor or excision of tumor metastasis
#cancr0022.00131,tomir protezlari bilan o'simtani olib tashlash,иссечение опухоли с протезированием сосудов,excision of tumor with vascular prosthetics
#cancr0022.00132,nuqsonni tomir pedikulyar qopqog'i bilan almashtirish bilan o'simtani kesish,иссечение опухоли с замещением дефекта лоскутом сосудистой ножке,excision of tumor with replacement of defect with vascular pedicle flap
#cancr0022.00133,o'smaning ekskokleatsiyasi,экскохлеациия опухоли,excochleation of tumor
#cancr0022.00134,qovurg'a rezektsiyasi,резекция ребер,rib resection
#cancr0022.00135,sternum rezektsiyasi,резекция грудины,sternal resection
#cancr0022.00136,klavikula rezektsiyasi,резекция ключицы,clavicle resection
#cancr0022.00137,skapula rezektsiyasi,резекция лопатки,scapula resection
#cancr0022.00138,skapulektomiya,скапулэктомия,scapulectomy
#cancr0022.00139,otoplastika bilan distal humerus rezektsiyasi,резекция дистального отдела плечевой кости с аутопластикой,resection of distal humerus with autoplasty
#cancr0022.00140,metakarpal rezektsiya,резекция пястных костей,resection of metacarpal bones
#cancr0022.00141,tos suyaklarini rezektsiya qilish va sakrumni rezektsiya qilish,резекция костей таза и резекция крестца,resection of pelvic bones and resection of sacrum
#cancr0022.00142,fibula rezektsiyasi,резекция малоберцовой кости,resection of fibula
#cancr0022.00143,segmental suyak rezektsiyasi,сегментарная резекция кости,segmental bone resection
#cancr0022.00144,marginal suyak rezektsiyasi,краевая резекция кости,marginal bone resection
#cancr0022.00145,spacerni o'rnatish bilan segmental suyak rezektsiyasi,сегментарная резекция кости с установлением спейцера,segmental bone resection with establishment Speitzer
#cancr0022.00146,metall osteosintezi bilan suyaklarni qayta joylashtirish,репозиция костей с металл остеосинтезом,bone reposition with metal osteosynthesis
#cancr0022.00147,o'simta ekskokleatsiyasi + kriyo + sementoplastika,экскохлеация опухоли + крио + цементопластика,tumor excochleation + cryo + cementoplasty
#cancr0022.00148,o'simta ekskokleatsiyasi + kriyo + tsementoplastika + metall osteosintezi,экскохлеация опухоли + крио + цементопластика + металл остеосинтез,tumor excochleation + cryo + cementoplasty + metal osteosynthesis
#cancr0022.00149,sementoplastika bilan o'simtani ekskokletsiya qilish,экскохлеация опухоли с цементопластикой,tumor excochleation with cementoplasty
#cancr0022.00150,autoplastika bilan o'simtaning ekskokleatsiyasi,экскохлеация опухоли с аутопластикой,tumor excochleation with autoplasty
#cancr0022.00151,pastki oyoq amputatsiyasi,ампутация нижней конечности,lower limb amputation
#cancr0022.00152,oyoq amputatsiyasi,ампутация голени,lower leg amputation
#cancr0022.00153,yuqori oyoq amputatsiyasi,ампутация верхней конечности,upper limb amputation
#cancr0022.00154,bilak amputatsiyasi,ампутация предплечья,forearm amputation
#cancr0022.00155,qo'lning amputatsiyasi,ампутация кисти,hand amputation
#cancr0022.00156,oyoq amputatsiyasi,ампутация стопы,foot amputation
#cancr0022.00157,yuqori oyoq-qo'llarning disartikulyatsiyasi,экзартикуляция верхней конечности,upper limb disarticulation
#cancr0022.00158,pastki oyoq-qo'llarning disartikulyatsiyasi,экзартикуляция нижней конечности,lower limb disarticulation
#cancr0022.00159,bilakning dezartikulyatsiyasi,экзартикуляция предплечья,forearm disarticulation
#cancr0022.00160,qo'lning dezartikulyatsiyasi,экзартикуляция кисти,hand disarticulation
#cancr0022.00161,barmoq amputatsiyasi,ампутация пальца,finger amputation
#cancr0022.00162,barmoqlarning disartikulyatsiyasi,экзартикуляция пальца,finger disarticulation
#cancr0022.00163,tizza bo'g'imi darajasida disartikulyatsiya,экзартикуляция на уровне коленного сустава,knee joint level disarticulation
#cancr0022.00164,oyoq Bilagi zo'r bo'g'im darajasida disartikulyatsiya,экзартикуляция на уровне голеностопного сустава,ankle joint level disarticulation
#cancr0022.00165,elka artroplastikasi,эндопротезирование плечевого сустава,shoulder joint arthroplasty
#cancr0022.00166,tirsakni almashtirish,эндопротезирование локтевого сустава,elbow joint arthroplasty
#cancr0022.00167,tos suyaklarining endoprostetikasi,эндопротезирование костей таза,pelvic bone arthroplasty
#cancr0022.00168,sonni almashtirish,эндопротезирование тазобедренного сустава,hip joint arthroplasty
#cancr0022.00169,tizzani almashtirish,эндопротезирование коленного сустава,knee joint arthroplasty
#cancr0022.00170,oyoq Bilagi zo'r almashtirish,эндопротезирование голеностопного сустава,ankle joint arthroplasty
#cancr0022.00171,diafiz suyaklarining endoprostetikasi,эндопротезирование диафизарных отделов костей,diaphyseal bone arthroplasty
#cancr0022.00172,bilak qo'shimchasini almashtirish,эндопротезирование лучезапястного сустава,wrist joint arthroplasty
#cancr0022.00173,radial suyakni almashtirish,эндопротезирование лучевой кости,radius bone arthroplasty
#cancr0022.00174,endoprotezni olib tashlash,удаление эндопротеза,endoprosthesis removal
#cancr0022.00175,qayta endoprotez bilan endoprotezni olib tashlash,удаление эндопротеза с реэндопротезированием,endoprosthesis removal with re-arthroplasty
#cancr0022.00176,endoprotezni qayta tiklash,реконструкция эндопротеза,endoprosthesis reconstruction
#cancr0022.00177,oqma eksiziyasi,иссечение свища,fistula excision
#cancr0022.00178,ochiq suyak shishi biopsiyasi,открытая биопсия опухоли кости,open bone tumor biopsy
#cancr0022.00179,yumshoq to'qimalar o'simtasining ochiq biopsiyasi,открытая биопсия опухоли мягких тканей,open soft tissue tumor biopsy
#cancr0022.00180,eksizyonel biopsiya,эксцизионная биопсия,excisional biopsy
#cancr0022.00181,trefin biopsiyasi,трепан биопсия,trephine biopsy
#cancr0022.00182,hemipelviektomiya,гемипельвиоэктомия,hemipelviectomy
#cancr0022.00183,intramedullar pinni o'rnatish bilan segmental suyak rezektsiyasi,сегментарная резекция кости с установлением интрамедулярного штифта,segmental bone resection with intramedullary pin placement
#cancr0022.00184,otoplastika bilan segmental suyak rezektsiyasi,сегментарная резекция кости с аутопластикой,segmental bone resection with autografting
#cancr0022.00185,interskapular torakal rezektsiya,межлопаточная грудная резекция,interscapular thoracic resection
#cancr0022.00186,interskapular torakal amputatsiya,межлопаточная грудная ампутация,interscapular thoracic amputation
#cancr0022.00187,orqa miya o'smalarini eksizyon qilish,иссечение опухолей спинного мозга,spinal cord tumor excision
#cancr0022.00188,umurtqa pog'onasining o'murtqa jarayonlarini rezektsiya qilish,резекция остистых отростков позвоночника,spinous process resection
#cancr0022.00189,umurtqa pog'onasining lateral jarayonlarini rezektsiya qilish,резекция боковых отростков позвоночника,lateral process resection
#cancr0022.00190,qafasni o'rnatish bilan vertebra tanasini rezektsiya qilish,резекция тела позвонка с установлением кейджа,vertebral body resection with cage placement
#cancr0022.00191,transpedikulyar fiksatorlarni o'rnatish,установление транспедикулярных фиксаторов,transpedicular fixator placement
#cancr0022.00192,ajratgichni olib tashlash,удаление спейсера,spacer removal
#cancr0022.00193,skapula rezektsiyasi,резекция лопатки,scapular resection
#cancr0022.00194,sternumektomiya,стернумэктомия,sternumectomy
#cancr0022.00195,parotid tuprik bezining rezektsiyasi,резекция околоушной слюнной железы,parotid gland resection
#cancr0022.00196,tashqi submandibular kirish yordamida parotid tuprik bezining faringeal jarayonini rezektsiya qilish,резекция глоточного отростка околоушной слюнной железы наружным подчелюстным доступом,pharyngeal process resection of the parotid salivary gland via external submandibular approach
#cancr0022.00197,parotid tuprik bezining subtotal rezektsiyasi,субтотальная резекция околоушной слюнной железы,subtotal parotid gland resection
#cancr0022.00198,parotidektomiya,паротидэктомия,parotidectomy
#cancr0022.00199,submandibular tuprik bezining ekstirpatsiyasi,экстирпация подчелюстной слюнной железы,submandibular salivary gland extirpation
#cancr0022.00200,hemitiroidektomiya,гемитиреоидэктомия,hemithyroidectomy
#cancr0022.00201,qalqonsimon bezning subtotal rezektsiyasi,субтотальная резекция щитовидной железы,subtotal thyroid resection
#cancr0022.00202,tiroidektomiya,тиреоидэктомия,thyroidectomy
#cancr0022.00203,Halqum xordektomiyasi,хордэктомия гортани,laryngeal chordectomy
#cancr0022.00204,anterolateral laringektomiya,переднебоковая резекция гортани,anterolateral laryngeal resection
#cancr0022.00205,halqumning supraglottik gorizontal rezektsiyasi,надскладочная горизонтальная резекция гортани,supraglottic horizontal laryngeal resection
#cancr0022.00206,laringektomiya,ларингэктомия,laryngectomy
#cancr0022.00207,yuqori jag'ning rezektsiyasi,резекция верхней челюсти,maxillary resection
#cancr0022.00208,yuqori jag'ning estrodiol rezektsiyasi,комбинированная резекция верхней челюсти,combined maxillary resection
#cancr0022.00209,o'simta biopsiyasi bilan diagnostik maksiller sinusotomiya,диагностическая гайморотомия с биопсией опухоли,diagnostic maxillary antrotomy with tumor biopsy
#cancr0022.00210,o'simtani olib tashlash bilan maksiller sinusotomiya,гайморотомия с удалением опухоли,maxillary antrotomy with tumor removal
#cancr0022.00211,o'simta biopsiyasi bilan diagnostik rinotomiya,диагностическая ринотомия с биопсией опухоли,diagnostic rhinotomy with tumor biopsy
#cancr0022.00212,o'simtani olib tashlash bilan rinotomiya,ринотомия с удалением опухоли,rhinotomy with tumor removal
#cancr0022.00213,o'simta biopsiyasi bilan diagnostik etmoidotomiya,диагностическая этмоидотомия с биопсией опухоли,diagnostic ethmoidectomy with tumor biopsy
#cancr0022.00214,o'simtani olib tashlash bilan etmoidotomiya,этмоидотомия с удалением опухоли,ethmoidectomy with tumor removal
#cancr0022.00215,o'simta biopsiyasi bilan diagnostik faringotomiya,диагностическая фаринготомия с биопсией опухоли,diagnostic pharyngotomy with tumor biopsy
#cancr0022.00216,o'smani olib tashlash bilan faringotomiya,фаринготомия с удалением опухоли,pharyngotomy with tumor removal
#cancr0022.00217,farenks rezektsiyasi bilan laringektomiya,ларингэктомия с резекцией глотки,laryngectomy with pharyngeal resection
#cancr0022.00218,laringofaringektomiya,ларингофарингэктомия,laryngopharyngectomy
#cancr0022.00219,qizilo'ngach rezektsiyasi bilan laringofaringektomiya,ларингофарингэктомия с резекцией пищевода,laryngopharyngectomy with esophageal resection
#cancr0022.00220,yarim til rezektsiyasi,половинная резекция языка,half tongue resection
#cancr0022.00221,tilning kombinatsiyalangan rezektsiyasi,комбинированная резекция языка,combined tongue resection
#cancr0022.00222,og'iz tubining rezektsiyasi,резекция дна полости рта,resection of the floor of the mouth
#cancr0022.00223,og'iz yonoqlarini rezektsiya qilish,резекция щеки полости рта,resection of the cheek of the oral cavity
#cancr0022.00224,pastki jagning marginal rezektsiyasi,краевая резекция нижней челюсти,marginal resection of the lower jaw
#cancr0022.00225,pastki jag'ning segmental rezektsiyasi,сегментарная резекция нижней челюсти,segmental resection of the lower jaw
#cancr0022.00226,pastki jag'ning subtotal rezektsiyasi,субтотальная резекция нижней челюсти,subtotal resection of the lower jaw
#cancr0022.00227,hemimandibulektomiya (pastki jag'ning yarim rezektsiyasi),гемимандибулэктомия (половинная резекция нижней челюсти),hemimandibulectomy (half resection of the lower jaw)
#cancr0022.00228,og'iz bo'shlig'i o'smalari uchun rekonstruktiv jarrohlik,реконструктивно-восстановительные операция при опухолях полости рта,reconstructive and restorative surgery for tumors of the oral cavity
#cancr0022.00229,yuqori jag'ning o'smalari uchun rekonstruktiv operatsiyalar,реконструктивно-восстановительные операции при опухолях верхней челюсти,reconstructive and restorative surgery for tumors of the upper jaw
#cancr0022.00230,og'iz o'smalari uchun plastik jarrohlik,пластические операции при опухолях полости рта,plastic surgery for tumors of the oral cavity
#cancr0022.00231,yuqori jag'ning o'smalari uchun plastik jarrohlik,пластические операции при опухолях верхней челюсти,plastic surgery for tumors of the upper jaw
#cancr0022.00232,teri shishini plastik jarrohlik bilan olib tashlash,иссечение опухоли кожи с пластикой,excision of a skin tumor with plastic surgery
#cancr0022.00233,bosh va bo'yin hududida yumshoq to'qimalarning shishlarini radikal tarzda olib tashlash,радикальное удаление опухоли мягких тканей области головы и шеи,radical removal of a tumor of the soft tissues of the head and neck
#cancr0022.00234,traxeostomiya,трахеостомия,tracheostomy
#cancr0022.00235,tashqi uyqu arteriyasini bog'lash,перевязка наружной сонной артерии,ligation of the external carotid artery
#cancr0022.00236,selektiv servikal limfa tugunlarining diseksiyasi,селективная шейная лимфодиссекция,selective cervical lymph node dissection
#cancr0022.00237,bachadon bo'yni limfa tugunlarining radikal diseksiyasi,радикальная шейная лимфодиссекция,radical cervical lymph node dissection
#cancr0022.00238,yumshoq to'qimalarning o'simta takrorlanishining eksizyoni,иссечение опухоли рецидива мягких тканей,excision of a recurrent soft tissue tumor
#cancr0022.00239,limfa tugunlari va o'smaning ochiq biopsiyasi,открытая биопсия лимфоузла и опухоли,open biopsy of a lymph node and tumor
#cancr0022.00240,metastatik o'smani olib tashlash,иссечение метастатической опухоли,excision of a metastatic tumor
#cancr0022.00241,o'simta biopsiyasi bilan laringotomiya,ларинготомия с биопсией опухоли,laryngotomy with tumor biopsy
#cancr0022.00242,laringoplastika,ларингопластика,laryngoplasty
#cancr0022.00243,limfogemangiomaning bog'lanishi va sklerozi,лигирование и склерозирование лимфогемангиомы,ligation and sclerotherapy of lymphohemangioma
#cancr0022.00244,yuqori yoki pastki labni plastik jarrohlik bilan rezektsiya qilish,резекция верхней или нижней губы с пластикой,resection of the upper or lower lip with plastic surgery
#cancr0022.00245,bolalarda orbital shishlarning ponksiyon biopsiyasi,пункционная биопсия опухолей орбиты у детей,puncture biopsy of orbital tumors in children
#cancr0022.00246,orbital yumshoq to'qimalarning o'smalaridan biopsiya,биопсия из опухолей мягких тканей орбиты,biopsy from orbital soft tissue tumors
#cancr0022.00247,kon'yunktiva va terining o'smalaridan biopsiya,биопсия из опухолей конъюнктивы и кожи,biopsy from conjunctiva and skin tumors
#cancr0022.00248,orbital operatsiya,операция на орбите,surgery on the orbit
#cancr0022.00249,ko'z olmasining enukleatsiyasi,энуклеация глазного яблока,enucleation of the eyeball
#cancr0022.00250,kon'yunktiva va sklerada jarrohlik,операция на конъюктиве и склере,surgery on the conjunctiva and sclera
#cancr0022.00251,ko'z qopqog'i terisi operatsiyasi,операция на коже век,surgery on the skin of the eyelids
#cancr0022.00252,orbital eksenteratsiya,экзентерация орбиты,orbital exenteration
#cancr0022.00253,kengaytirilgan orbital eksenteratsiya,расширенная экзентерация орбиты,extended orbital exenteration
#cancr0022.00254,"sklerotomiya, ko'z ichi o'simtasini olib tashlash bilan","склеротомия, с удалением внутриглазной опухоли","sclerotomy, with removal of an intraocular tumor"
#cancr0022.00255,o'pkaning o'simtasi bilan o'pkaning atipik rezektsiyasi bilan biopsiya,биопсия опухоли легкого путем атипической резекцией легкого с опухолью,lung tumor biopsy by atypical resection of the lung with a tumor
#cancr0022.00256,mediastin va plevraning o'simta biopsiyasi bilan diagnostik torakoskopiya;,диагностическая торакоскопия с биопсией опухоли средостения и плевры;,diagnostic thoracoscopy with tumor biopsy mediastinum and pleura;
#cancr0022.00257,kengaytirilgan (yoki + kombinatsiyalangan) lobektomiya yoki bilobektomiya;,расширенная (или +комбинированная) лобэктомияили билобэктомия;,extended (or + combined) lobectomy or bilobectomy;
#cancr0022.00258,kengaytirilgan (yoki + kombinatsiyalangan) segmentektomiya yoki o'pkaning atipik rezektsiyasi;,расширенняя(или +комбинированная) сегментэктомия или атипическая резекция легкого;,extended (or + combined) segmentectomy or atypical lung resection;
#cancr0022.00259,"o'pka o'simtasini (metastaz, tuberkulyoma, xondroma, hamartoxondroma, kist va boshqalar) olib tashlash (yoki + kombinatsiyalangan)","удаление (или +комбинированное) опухоли (метастаза, туберкулемы, хондромы, гамартохондромы, кисты и др.) легкого","removal (or + combined) of a tumor (metastasis, tuberculoma, chondroma, hamartochondroma, cyst, etc.) of the lung"
#cancr0022.00260,kengaytirilgan pnevmonektomiya,расширенная пульмонэктомия,extended pulmonectomy
#cancr0022.00261,kengaytirilgan kombinatsiyalangan pnevmonektomiya,расширенно-комбинированная пульмонэктомия,extended combined pulmonectomy
#cancr0022.00262,o'pka dekortikatsiyasi bilan plevrektomiya,плеврэктомия с декортикацией легкого,pleurectomy with lung decortication
#cancr0022.00263,torakomioplastika bilan qovurg'a rezektsiyasi,резекция ребер с торакомиопластикой,rib resection with thoracomyoplasty
#cancr0022.00264,torakomioplastika bilan sternum rezektsiyasi,резекция грудины с торакомиопластикой,sternal resection with thoracomyoplasty
#cancr0022.00265,traxeyaning dumaloq rezektsiyasi,циркулярная резекция трахеи,circular trachea resection
#cancr0022.00266,torakotomiya orqali mediastinal shishlarni olib tashlash,удаление опухолей средостения через торакотомию,removal of mediastinal tumors through thoracotomy
#cancr0022.00267,sternotomiya orqali mediastinal shishlarni olib tashlash,удаление опухолей средостения через стернотомию,removal of mediastinal tumors through sternotomy
#cancr0022.00268,torakomioplastika bilan qovurg'alar va sternum rezektsiyasi,резекция ребер и грудины с торакомиопластикой,resection of ribs and sternum with thoracomyoplasty
#cancr0022.00269,Lyuis operatsiyasi,операция Льюиса,Lewis operation
#cancr0022.00270,Garlok-Osava operatsiyasi,операция Гарлока-Осавы,Harlock-Osawa operation
#cancr0022.00271,"qizilo'ngachning abdominoservikal ekstirpatsiyasini qizilo'ngachgastroplastika, bo'yniga EGA qo'llash","абдоминоцервикальная экстирпация пищевода с эзофагогастропластикой, наложение Эга на шее","abdominocervical extirpation of the esophagus with esophagogastroplasty, imposition of EGA on the neck"
#cancr0022.00272,Makkeyn operatsiyasi (3 marta qizilo'ngachning ekstirpatsiyasi).,операция Маккейна (3х доступная экстирпация пищевода).,McCain operation (3x accessible extirpation of the esophagus).
#cancr0022.00273,Garlok operatsiyasi,операция Гарлока,Harlock operation
#cancr0022.00274,eksplorativ torakotomiya,эксплоративная торакотомия,exploratory thoracotomy
#cancr0022.00275,retorakotomiya,реторакотомия,rethoracotomy
#cancr0022.00276,"torasentez, plevra bo'shlig'ini drenajlash","торакоцентез, дренирование плевральной полости","thoracocentesis, drainage of the pleural cavity"
#cancr0043.00000,Boshqa ta'sir turlari,Другие виды воздействия,Other types of influence
#cancr0043.00001,Gipertermiya,Гипертермия,Hyperthermia
#cancr0043.00002,Giperglikemiya,Гипергликемия,Hyperglycemia
#cancr0043.00003,Magnetoterapiya,Магнитотерапия,Magnetotherapy
#cancr0043.00004,Fotodinamik terapiya,Фотодинамическая терапия,Photodynamic therapy
#cancr0043.00005,Radiochastota ablasyonu (RFA),Радиочастотная абляция (РЧА),Radiofrequency ablation (RFA)
#cancr0043.00006,Mahalliy kimyoterapiya,Локальная химиотерапия,Local chemotherapy
#cancr0043.00007,Lazer ta'siri (TTT),Лазерное воздействие (ТТТ),Laser exposure (TTT)
#cancr0043.00008,Elektrokoagulyatsiya,Электрокоагуляция,Electrocoagulation
#cancr0043.00009,Elektrokimyoviy lizis,Электрохимический лизис,Electrochemical lysis
#cancr0043.00010,Mikroto'lqinli ablasyon (MWA),Микроволновая абляция (МВА),Microwave ablation (MWA)
#cancr0043.00011,IV lazerli qon nurlanishi (ILBI),В/в лазерное облучение крови (ВЛОК),Intravenous laser blood irradiation (IVLIB)
#cancr0043.00012,Dendritik hujayralarni in'ektsiya qilish,Введение дендритных клеток,Introduction of dendritic cells
#cancr0043.00013,BMC Mirena,BMC Мирена,BMC Mirena
#cancr0043.00014,CAR-T terapiyasi,CAR-T терапия,CAR-T therapy
#cancr0043.00015,Qonni almashtirish terapiyasi,Кровезаместительная терапия,Blood replacement therapy
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
