Codes;Eng;Ru;Uzb
121295006;3-Hydroxyoleoylcarnitine measurement;Измерение 3-гидроксиолеоилкарнитина;3-gidroksioleoilkarnitin miqdorini o‘lchash
121296007;3-Hydroxypalmitoylcarnitine measurement;Измерение 3-гидроксипальмитоилкарнитина;3-gidroksipalmitoilkarnitin miqdorini o‘lchash
121297003;3-Hydroxypropionate measurement;Измерение 3-гидроксипропионата;3-gidroksipropionat miqdorini o‘lchash
117638008;3-Hydroxysebacate measurement;Измерение 3-гидроксисебацата;3-gidroksisebakat miqdorini o‘lchash
121298008;3-Hydroxytetradecadienoylcarnitine measurement;Измерение 3-гидрокситетрадекадиеноилкарнитина;3-gidroksitetradekadienoilkarnitin miqdorini o‘lchash
121299000;3-Hydroxytetradecenoylcarnitine measurement;Измерение 3-гидрокситетрадеценоилкарнитина;3-gidroksitetradekenoilkarnitin miqdorini o‘lchash
121300008;3-Hydroxyvalerate measurement;Измерение 3-гидроксивалерата;3-gidroksivalerat miqdorini o‘lchash
359855001;3-Methoxy-4-hydroxymandelic acid measurement;Измерение 3-метокси-4-гидроксиминдальной кислоты;3-metoksi-4-gidroksimandel kislota miqdorini o‘lchash
121301007;3-Methoxy-o-desmethylencainide measurement;Измерение 3-метокси-о-дезметиленкаинида;3-metoksi-o-desmetilenkainid miqdorini o‘lchash
121302000;3-Methyl,4-hydroxymandelate measurement;Измерение 3-метил-4-гидроксиманделата;3-metil-4-gidroksimandelat miqdorini o‘lchash
121303005;3-Methylcrotonylglycine measurement;Измерение 3-метилкротонилглицина;3-metilkrotonilglitsin miqdorini o‘lchash
121304004;3-Methylglutaconate measurement;Измерение 3-метилглутаконата;3-metilglutakonat miqdorini o‘lchash
121305003;3-Methylglutarate measurement;Измерение 3-метилглутарата;3-metilglutarat miqdorini o‘lchash
104450008;3-alpha-androstanediol glucuronide measurement;Измерение глюкуронида 3-альфа-андростандиола;3-alfa-androstandiol glyukuronidi miqdorini o‘lchash
121892002;3-beta-Androstanediol measurement;Измерение 3-бета-андростандиола;3-beta-androstandiol miqdorini o‘lchash
781465003;3-hydroxybutyrylcarnitine measurement;Измерение 3-гидроксибутирилкарнитина;3-gidroksibutirilkarnitin miqdorini o‘lchash
104452000;3-hydroxyisovalerate measurement;Измерение 3-гидроксиизовалерата;3-gidroksiizovalerat miqdorini o‘lchash
104453005;3-methylhistidine measurement;Измерение 3-метилгистидина;3-metilgistidin miqdorini o‘lchash
121306002;3-o-Methyldopa measurement;Измерение 3-о-метилдопы;3-o-metildopa miqdorini o‘lchash
313637002;30 minute blood glucose measurement;Измерение глюкозы крови через 30 минут;30-daqiqada qonda glyukoza miqdorini o‘lchash
313898008;30 minute plasma FSH measurement;Измерение ФСГ в плазме через 30 минут;30-daqiqada plazmada FSH miqdorini o‘lchash
313875000;30 minute plasma GH measurement;Измерение гормона роста в плазме через 30 минут;30-daqiqada plazmada o‘sish gormoni miqdorini o‘lchash
313920006;30 minute plasma LH measurement;Измерение ЛГ в плазме через 30 минут;30-daqiqada plazmada LH miqdorini o‘lchash
313809007;30 minute plasma cortisol measurement;Измерение кортизола в плазме через 30 минут;30-daqiqada plazmada kortizol miqdorini o‘lchash
313625004;30 minute plasma glucose measurement;Измерение глюкозы в плазме через 30 минут;30-daqiqada plazmada glyukoza miqdorini o‘lchash
313918008;30 minute plasma prolactin measurement;Измерение пролактина в плазме через 30 минут;30-daqiqada plazmada prolaktin miqdorini o‘lchash
313927009;30 minute serum FSH measurement;Измерение ФСГ в сыворотке через 30 минут;30-daqiqada zardobda FSH miqdorini o‘lchash
313877008;30 minute serum GH measurement;Измерение гормона роста в сыворотке через 30 минут;30-daqiqada zardobda o‘sish gormoni miqdorini o‘lchash
313933000;30 minute serum LH measurement;Измерение ЛГ в сыворотке через 30 минут;30-daqiqada zardobda LH miqdorini o‘lchash
313716004;30 minute serum cortisol measurement;Измерение кортизола в сыворотке через 30 минут;30-daqiqada zardobda kortizol miqdorini o‘lchash
313629005;30 minute serum glucose measurement;Измерение глюкозы в сыворотке через 30 минут;30-daqiqada zardobda glyukoza miqdorini o‘lchash
313888002;30 minute serum prolactin measurement;Измерение пролактина в сыворотке через 30 минут;30-daqiqada zardobda prolaktin miqdorini o‘lchash
235469009;30 to 50 percent distal pancreatectomy;Дистальная панкреатэктомия в объёме от 30 до 50 процентов;30–50 foiz hajmda distal pankreatektomiya
440620002;300 minute plasma glucose measurement;Измерение глюкозы в плазме через 300 минут;300-daqiqada plazmada glyukoza miqdorini o‘lchash
718008007;3D cone beam CT of mandible;Трёхмерная конусно-лучевая КТ нижней челюсти;Pastki jag‘ning 3D konus-nurli KT tekshiruvi
252864006;4 dioptre prism test;Тест с призмой в 4 диоптрии;4 dioptriyali prizma testi
121307006;4-Aminobutyrate measurement;Измерение 4-аминобутирата;4-aminobutirat miqdorini o‘lchash
121308001;4-Hydroxyglutethimide measurement;Измерение 4-гидроксиглутетимида;4-gidroksiglutetimid miqdorini o‘lchash
121309009;4-Hydroxyphenylacetate measurement;Измерение 4-гидроксифенилацетата;4-gidroksifenilatsetat miqdorini o‘lchash
121310004;4-Hydroxyphenyllactate measurement;Измерение 4-гидроксифениллактата;4-gidroksifenillaktat miqdorini o‘lchash
121311000;4-Hydroxyphenylpyruvate measurement;Измерение 4-гидроксифенилпирувата;4-gidroksifenilpiruvat miqdorini o‘lchash
104454004;4-pyridoxate measurement;Измерение 4-пиридоксата;4-piridoksat miqdorini o‘lchash
413357007;45 minute serum GH level;Уровень гормона роста в сыворотке через 45 минут;45-daqiqada zardobda o‘sish gormoni miqdorini o‘lchash
427446001;48 hour ambulatory ECG monitoring;48-часовой амбулаторный мониторинг ЭКГ;48 soatlik ambulator EKG monitoringi
2507007;5' Nucleotidase measurement;Измерение 5'-нуклеотидазы;5'-nukleotidaza miqdorini o‘lchash
104455003;5,10-Methylenetetrahydrofolate reductase (FADH>2<) measurement;Измерение 5,10-метилентетрагидрофолатредуктазы (FADH2);5,10-metilentetrahidrofolat reduktaza (FADH₂) miqdorini o‘lchash
408594008;5,10-methylenetetrahydrofolate reductase gene analysis;Анализ гена 5,10-метилентетрагидрофолатредуктазы;5,10-metilentetrahidrofolat reduktaza geni tahlili
121313002;5-Hydroxyhexanoate measurement;Измерение 5-гидроксигексаноата;5-gidroksigeksanoat miqdorini o‘lchash
104741005;5-Hydroxyindoleacetic acid measurement;Измерение 5-гидроксииндолуксусной кислоты;5-gidroksiindol sirka kislota miqdorini o‘lchash
82552000;5-Hydroxyindoleacetic acid measurement, quantitative, urine;Количественное измерение 5-гидроксииндолуксусной кислоты в моче;Siydikda 5-gidroksiindol sirka kislotasini miqdoriy o‘lchash
412903002;5-Hydroxyindoleacetic acid/creatinine ratio measurement;Измерение соотношения 5-гидроксииндолуксусной кислоты к креатинину;5-gidroksiindol sirka kislota/kreatinin nisbatini o‘lchash
250322006;5-Hydroxytryptamine release measurement;Измерение высвобождения 5-гидрокситриптамина;5-gidroksitriptamin ajralishini o‘lchash
250321004;5-Hydroxytryptamine uptake measurement;Измерение захвата 5-гидрокситриптамина;5-gidroksitriptamin yutilishini o‘lchash
121314008;5-Hydroxytryptophan measurement;Измерение 5-гидрокситриптофана;5-gidroksitriptofan miqdorini o‘lchash
121315009;5-Oxoproline measurement;Измерение 5-оксопролина;5-oksoprolin miqdorini o‘lchash
121312007;5-alpha-Tetrahydrocortisol measurement;Измерение 5-альфа-тетрагидрокортизола;5-alfa-tetrahidrokortizol miqdorini o‘lchash
104626002;5-aminolevulinic acid measurement;Измерение 5-аминолевулиновой кислоты;5-aminolevulin kislota miqdorini o‘lchash
412921004;5-aminolevulinic acid/creatinine ratio measurement;Измерение соотношения 5-аминолевулиновой кислоты к креатинину;5-aminolevulin kislota/kreatinin nisbatini o‘lchash
