					A06AX	Boshqa surgi vositalari	Другие слабительные средства			
					A06AX	Boshqa surgi vositalari	Другие слабительные средства			
					A06AX	Boshqa surgi vositalari	Другие слабительные средства			
					A06AX	Boshqa surgi vositalari	Другие слабительные средства			
					A07AA	Antibiotiklar	Антибиотики	A07AA01	Neomitsin	Неомицин
					A07AA	Antibiotiklar	Антибиотики	A07AA02	Nistatin	Нистатин
					A07AA	Antibiotiklar	Антибиотики	A07AA03	Natamitsin	Натамицин
					A07AA	Antibiotiklar	Антибиотики	A07AA04	Streptomitsin	Стрептомицин
					A07AA	Antibiotiklar	Антибиотики	A07AA05	Polimiksin B	Полимиксин B
					A07AA	Antibiotiklar	Антибиотики	A07AA06	Paromomitsin	Паромомицин
					A07AA	Antibiotiklar	Антибиотики	A07AA07	Amfoteritsin B	Амфотерицин B
					A07AA	Antibiotiklar	Антибиотики	A07AA08	Kanamitsin	Канамицин
					A07AA	Antibiotiklar	Антибиотики	A07AA09	Vankomitsin	Ванкомицин
					A07AA	Antibiotiklar	Антибиотики	A07AA10	Kolistin	Колистин
					A07AA	Antibiotiklar	Антибиотики	A07AA11	Rifaksimin	Рифаксимин
					A07AA	Antibiotiklar	Антибиотики	A07AA12	Fidaksomitsin	Фидаксомицин
					A07AA	Antibiotiklar	Антибиотики	A07AA51	Neomitsin boshqa vositalar bilan majmuada	Неомицин в комбинации со средствами
					A07AA	Antibiotiklar	Антибиотики	A07AA54	Streptomitsin boshqa vositalar bilan majmuada	Стрептомицин в комбинации со средствами
					A07AB	Sulfanilamidlar	Сульфаниламиды	A07AB02	Ftalilsulfatiazol	Фталилсульфатиазол
					A07AB	Sulfanilamidlar	Сульфаниламиды	A07AB03	Sulfaguanidin	Сульфагуанидин
					A07AB	Sulfanilamidlar	Сульфаниламиды	A07AB04	Suksinilsulfatiazol	Сукцинилсульфатиазол
					A07AC	Imidazol hosilalari	Производные имидазола	A07AC01	Mikonazol	Миконазол
					A07AX	Boshqa ichakda taʼsir etuvchi mikroblarga qarshi preparatlar	Другие кишечные противомикробные препараты	A07AX01	Broksixinolin	Броксихинолин
					A07AX	Boshqa ichakda taʼsir etuvchi mikroblarga qarshi preparatlar	Другие кишечные противомикробные препараты	A07AX02	Asetarsol	Ацетарсол
					A07AX	Boshqa ichakda taʼsir etuvchi mikroblarga qarshi preparatlar	Другие кишечные противомикробные препараты	A07AX03	Nifuroksazid	Нифуроксазид
					A07AX	Boshqa ichakda taʼsir etuvchi mikroblarga qarshi preparatlar	Другие кишечные противомикробные препараты	A07AX04	Nifurzid	Нифурзид
					A07BA	Koʻmir preparatlari	Препараты угля	A07BA01	Faollashtirilgan koʻmir	Активированный уголь
					A07BA	Koʻmir preparatlari	Препараты угля	A07BA51	Faollashtirilgan koʻmir boshqa vositalar bilan majmuada	Активированный уголь в комбинации со средствами
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC01	Pektin	Пектин
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC02	Kaolin	Каолин
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC03	Krospovidon	Кросповидон
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC04	Attapulgit	Аттапулгит
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC05	Diosmektit	Диосмектит
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC30	Ichakda adsorbsiya qiluvchi preparatlar majmuada 	Адсорбирующие кишечные препараты в комбинации
					A07BC	Boshqa ichak adsorbentlari	Другие кишечные адсорбенты	A07BC54	Attapulgit boshqa vositalar bilan majmuada	Аттапулгит в комбинации со средствами
					A07CA	Og'iz orqali regidratatsiya tuzi preparatlari	Регидрататирующие солевые препараты для перорального приема			
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA01	Difenoksilat	Дифеноксилат
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA02	Opiy	Опий
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA03	Loperamid	Лоперамид
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA04	Difenoksin	Дифеноксин
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA05	Loperamid oksidi	Лоперамида оксид
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA06	Eluksadolin	Элуксадолин
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA52	Morfin boshqa vositalar bilan majmuada	Морфин в комбинации со средствами
					A07DA	Meʼda - ichak yoʻllari motorikasini pasaytiruvchi preparatlar	Препараты, снижающие моторику желудочно-кишечного тракта	A07DA53	Loperamid boshqa vositalar bilan majmuada	Лоперамид в комбинации со средствами
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA01	Prednizolon	Преднизолон
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA02	Gidrokortizon	Гидрокортизон
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA03	Prednizon	Преднизон
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA04	Betametazon	Бетаметазон
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA05	Tiksokortol	Тиксокортол
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA06	Budesonid	Будесонид
					A07EA	Mahalliy qoʻllash uchun kortikosteroidlar	Кортикостероиды для местного применения	A07EA07	Beklometazon	Беклометазон
					A07EB	Allergiyaga qarshi preparatlar, kortikosteroidlardan tashqari	Противоаллергические препараты, кроме кортикостероидов	A07EB01	Kromoglitsiyev kislotasi	Кромоглициевая кислота
					A07EC	Aminosalitsil kislotasi va unga oʻxshash preparatlar	Аминосалициловая кислота и аналогичные препараты	A07EC01	Sulfasalazin	Сульфасалазин
					A07EC	Aminosalitsil kislotasi va unga oʻxshash preparatlar	Аминосалициловая кислота и аналогичные препараты	A07EC02	Mesalazin	Месалазин
					A07EC	Aminosalitsil kislotasi va unga oʻxshash preparatlar	Аминосалициловая кислота и аналогичные препараты	A07EC03	Olsalazin	Олсалазин
					A07EC	Aminosalitsil kislotasi va unga oʻxshash preparatlar	Аминосалициловая кислота и аналогичные препараты	A07EC04	Balsalazid	Балсалазид
					A07FA	Diareyaga qarshi mikroorganizmlar	Противодиарейные микроорганизмы	A07FA01	Sut kislotasini ishlab chiqaruvchi mikroorganizmlar	Микроорганизмы продуцирующие молочную кислоту
					A07FA	Diareyaga qarshi mikroorganizmlar	Противодиарейные микроорганизмы	A07FA02	Saxaromitsetlar boulardii	Сахаромицеты boulardii
					A07FA	Diareyaga qarshi mikroorganizmlar	Противодиарейные микроорганизмы	A07FA51	Sut kislotasini ishlab chiqaruvchi mikroorganizmlar boshqa vositalar bilan majmuada	Микроорганизмы, продуцирующие молочную кислоту в комбинации со средствами
					A07XA	Boshqa diareyaga qarshi preparatlar	Другие противодиарейные препараты	A07XA01	Albumin tannat	Альбумин таннати
					A07XA	Boshqa diareyaga qarshi preparatlar	Другие противодиарейные препараты	A07XA02	Seratoniy	Цератония
					A07XA	Boshqa diareyaga qarshi preparatlar	Другие противодиарейные препараты	A07XA03	Kalsiy preparatlari 	Кальция препараты
					A07XA	Boshqa diareyaga qarshi preparatlar	Другие противодиарейные препараты	A07XA04	Asetorfan	Ацеторфан
					A07XA	Boshqa diareyaga qarshi preparatlar	Другие противодиарейные препараты	A07XA51	Albumin tannati boshqa vositalar bilan majmuada	Альбумин таннат в комбинации со средствами
					A08AA	Semizlikni davolash uchun markaziy taʼsirga ega preparatlar	Препараты центрального действия для лечения ожирения	A08AA01	Fentermin	Фентермин
					A08AA	Semizlikni davolash uchun markaziy taʼsirga ega preparatlar	Препараты центрального действия для лечения ожирения	A08AA02	Fenfluramin	Фенфлурамин
