Code,Code,Uz,Ru,Eng,,,,Uz,Ru,Eng,,category 
emdoc-0010-0090,015-19,Oshqozon osti bezi UTT bayoni,Протокол УЗИ поджелудочной железы,Pancreas ultrasound report,,,,015-19 Oshqozon osti bezi UTT bayoni,015-19 Протокол УЗИ поджелудочной железы,015-19 Pancreas ultrasound report,,Бланк
emdoc-0010-0091,015-20,Limfa-uzel UTT tekshiruv bayoni,Протокол УЗИ лимфоузлов,Lymph node ultrasound report,,,,015-20 Limfa-uzel UTT tekshiruv bayoni,015-20 Протокол УЗИ лимфоузлов,015-20 Lymph node ultrasound report,,Бланк
emdoc-0010-0092,015-21,Ko‘zning UTT tekshiruv bayoni,Протокол УЗИ глаза,Eye ultrasound report,,,,015-21 Ko‘zning UTT tekshiruv bayoni,015-21 Протокол УЗИ глаза,015-21 Eye ultrasound report,,Бланк
emdoc-0010-0093,015-22,Bosh miyaning UTT tekshiruv bayoni,Протокол УЗИ головного мозга,Brain ultrasound report,,,,015-22 Bosh miyaning UTT tekshiruv bayoni,015-22 Протокол УЗИ головного мозга,015-22 Brain ultrasound report,,Бланк
emdoc-0010-0094,015-23,ELEKTROENSEFALOGRAFIYA,Электроэнцефалография,Electroencephalography (EEG),,,,015-23 ELEKTROENSEFALOGRAFIYA,015-23 Электроэнцефалография,015-23 Electroencephalography (EEG),,Бланк
emdoc-0010-0095,015-24,Reoensefalografiya,Реоэнцефалография,Rheoencephalography,,,,015-24 Reoensefalografiya,015-24 Реоэнцефалография,015-24 Rheoencephalography,,Бланк
emdoc-0010-0096,015-25,Sadoensefalgrafiya,Звуковая энцефалография,Echoencephalography,,,,015-25 Sadoensefalgrafiya,015-25 Звуковая энцефалография,015-25 Echoencephalography,,Бланк
emdoc-0010-0097,015-26,Braxiosefal arteriyalarning ultratovush dopplerografiyasi,УЗ-допплерография брахиоцефальных артерий,Doppler ultrasound of brachiocephalic arteries,,,,015-26 Braxiosefal arteriyalarning ultratovush dopplerografiyasi,015-26 УЗ-допплерография брахиоцефальных артерий,015-26 Doppler ultrasound of brachiocephalic arteries,,Бланк
emdoc-0010-0098,016,Oftalmoskopiyani qayd etish,Журнал офтальмоскопии,Ophthalmoscopy register,,,,016 Oftalmoskopiyani qayd etish,016 Журнал офтальмоскопии,016 Ophthalmoscopy register,,Журнал
emdoc-0010-0099,017,Rentgen,Рентген,X-ray,,,,017 Rentgen,017 Рентген,017 X-ray,,Журнал
emdoc-0010-0100,018,EXO va EEG tekshiruvlarini qayd etish,Регистрация Эхо и ЭЭГ исследований,Register of Echo and EEG examinations,,,,018 EXO va EEG tekshiruvlarini qayd etish,018 Регистрация Эхо и ЭЭГ исследований,018 Register of Echo and EEG examinations,,Журнал
emdoc-0010-0101,019,Kompyuter tomografiyasi (KT) va MRT qayd etish,Регистрация КТ и МРТ исследований,Register of CT and MRI examinations,,,,019 Kompyuter tomografiyasi (KT) va MRT qayd etish,019 Регистрация КТ и МРТ исследований,019 Register of CT and MRI examinations,,Журнал
emdoc-0010-0102,020,EKG tekshiruvlarini qayd etish,Журнал регистрации ЭКГ,ECG examination register,,,,020 EKG tekshiruvlarini qayd etish,020 Журнал регистрации ЭКГ,020 ECG examination register,,Журнал
emdoc-0010-0103,021,Veloergometriya tekshiruvlarini qayd etish,Регистрация велоэргометрии,Veloergometry register,,,,021 Veloergometriya tekshiruvlarini qayd etish,021 Регистрация велоэргометрии,021 Veloergometry register,,Журнал
emdoc-0010-0104,022,"Audiokopiya, otoskopiya tekshiruvlarini qayd etish",Регистрация аудиометрии и отоскопии,Audiometry and otoscopy register,,,,"022 Audiokopiya, otoskopiya tekshiruvlarini qayd etish",022 Регистрация аудиометрии и отоскопии,022 Audiometry and otoscopy register,,Журнал
emdoc-0010-0105,026,Ezofagogastroduodenoskopik (EFGDS) tekshiruvlarni qayd etish,Регистрация ЭФГДС,EFGDS (gastroscopy) register,,,,026 Ezofagogastroduodenoskopik (EFGDS) tekshiruvlarni qayd etish,026 Регистрация ЭФГДС,026 EFGDS (gastroscopy) register,,Журнал
emdoc-0010-0106,027,Tibbiy muassasadagi bemorning tibbiy bayonnomasidan ko‘chirma,Выписка из медицинской карты стационарного пациента,Extract from inpatient medical record,,,,027 Tibbiy muassasadagi bemorning tibbiy bayonnomasidan ko‘chirma,027 Выписка из медицинской карты стационарного пациента,027 Extract from inpatient medical record,,Бланк
emdoc-0010-0107,027-1,Yomon sifatli o‘sma xastaligi bor shifoxona bemorining tibbiy kartasidan,Из медицинской карты стационарного пациента с заболеванием злокачественной опухолью,From the medical record of an inpatient with malignant neoplasm,,,,027-1 Yomon sifatli o‘sma xastaligi bor shifoxona bemorining tibbiy kartasidan,027-1 Из медицинской карты стационарного пациента с заболеванием злокачественной опухолью,027-1 From the medical record of an inpatient with malignant neoplasm,,Бланк
emdoc-0010-0108,028,Yomon sifatli o‘sma,Злокачественное новообразование,Malignant neoplasm,,,,028 Yomon sifatli o‘sma,028 Злокачественное новообразование,028 Malignant neoplasm,,Бланк
emdoc-0010-0109,029,Muolaja xonasida qon namunalarini olishni qayd qilish,Журнал забора крови в процедурном кабинете,Blood sampling register,,,,029 Muolaja xonasida qon namunalarini olishni qayd qilish,029 Журнал забора крови в процедурном кабинете,029 Blood sampling register,,Журнал
emdoc-0010-0110,031,Fizioterapiya hamshirasining kundalik qabuli,Дневник приёма медсестры физиотерапии,Physiotherapy nurse daily log,,,,031 Fizioterapiya hamshirasining kundalik qabuli,031 Дневник приёма медсестры физиотерапии,031 Physiotherapy nurse daily log,,Журнал
emdoc-0010-0111,031-1,Fizioterapiya bo‘limida (xonada) davolanayotgan bemor KARTASI,"Карта пациента, проходящего лечение в физиокабинете",Physiotherapy patient card,,,,031-1 Fizioterapiya bo‘limida (xonada) davolanayotgan bemor KARTASI,"031-1 Карта пациента, проходящего лечение в физиокабинете",031-1 Physiotherapy patient card,,Бланк
emdoc-0010-0112,032,Tibbiy jihoz va asbob-uskunalarni zararsizlantirishni,Журнал обеззараживания медоборудования,Medical equipment decontamination log,,,,032 Tibbiy jihoz va asbob-uskunalarni zararsizlantirishni,032 Журнал обеззараживания медоборудования,032 Medical equipment decontamination log,,Журнал
emdoc-0010-0113,033,Asbob-uskunalarni qabul qilish va zararsizlantirish,Журнал приёма и обеззараживания инструментов,Instrument acceptance & decontamination log,,,,033 Asbob-uskunalarni qabul qilish va zararsizlantirish,033 Журнал приёма и обеззараживания инструментов,033 Instrument acceptance & decontamination log,,Журнал
emdoc-0010-0114,034,Laborator tekshiruvlarni qayd etish,Журнал лабораторных исследований ,Laboratory tests register,,,,034 Laborator tekshiruvlarni qayd etish,034 Журнал лабораторных исследований ,034 Laboratory tests register,,Журнал
emdoc-0010-0115,036,Mehnatga layoqatsizlik varog‘ini,Листок нетрудоспособности,Sick leave form,,,,036 Mehnatga layoqatsizlik varog‘ini,036 Листок нетрудоспособности,036 Sick leave form,,Журнал
emdoc-0010-0116,036-1,Taʼlim olayotgan shaxslar uchun mehnatga layoqatsizlik varogʻini qayd etish,Регистрация листков нетрудоспособности для обучающихся,Registration of sick-leave certificates for students,,,,036-1 Taʼlim olayotgan shaxslar uchun mehnatga layoqatsizlik varogʻini qayd etish,036-1 Регистрация листков нетрудоспособности для обучающихся,036-1 Registration of sick-leave certificates for students,,Журнал
